1437432461,6965796,tefal,__tefal_comfort_max_2428_c_g726s204,1999,2221122,________tefal,tefal,__tefal_g726s204_comfort_max_2428_,column,1999,1,httpscomfyuanaborskovorodtefalg726s204comfortmax2428smhtml,4269,05112025_1903,column,__42,Фастів,0
1437432461,6965796,TEFAL,Набор сковородок TEFAL Comfort Max 24+28 cм (G726S204),1999,2221122,Посуда >> Для приготовления >> Сковороды >> Сковороды Tefal,tefal,Набір сковорідок Tefal G726S204 COMFORT MAX 24/28 см,,1999,1,https://comfy.ua/nabor-skovorod-tefal-g726s204-comfort-max-24-28-sm.html,4269,05.11.2025 19:03,,"вул. Соборна, 42",Фастів,0
1437433730,,,,,2228817,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",skydolphin,Кабель 3.5 мм -3.5 мм SkyDolphin SR09 Rotate Aluminium Connector 3.5 мм-3.5 мм 1m Black/Grey (AUX-000063),,199,1,https://comfy.ua/kabel-3-5-mm-3-5-mm-skydolphin-sr09-rotate-aluminium-connector-3-5-mm-3-5-mm-1m-black-grey-aux-000063.html,,05.11.2025 21:43,,"вул. Соборна, 42",Фастів,0
1437433731,,,,,2228818,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",skydolphin,Кабель 3.5 мм -3.5 мм SkyDolphin SR09 Rotate Aluminium Connector 3.5 мм-3.5 мм 1m Black (AUX-000064),,93,1,https://comfy.ua/kabel-3-5-mm-3-5-mm-skydolphin-sr09-rotate-aluminium-connector-3-5-mm-3-5-mm-1m-black-aux-000064.html,199,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
1437433850,,,,,2227390,Техника для дома >> Климатическая техника,emby,Конвектор Emby CHT-500 White,,2665,1,https://comfy.ua/konvektor-emby-cht-500.html,,05.11.2025 17:59,,"вул. Соборна, 42",Фастів,0
1437433851,6854260,EMBY,Керамический обогреватель EMBY СНТ-1000 1000Вт White,4615,2227391,Техника для дома >> Климатическая техника >> Обогреватели >> Обогреватели Emby,emby,Конвектор Emby CHT-1000,,4615,1,https://comfy.ua/konvektor-emby-cht-1000.html,,05.11.2025 18:26,,"вул. Соборна, 42",Фастів,0
1437441419,,,,,2210108,Бытовая химия >> Средства для чистки техники,start,Засіб для чищення пральних машин START таблетки CLEANER 3 шт.,,65,1,https://comfy.ua/chistjaschee-sredstvo-dlja-posudomoechnyh-mashin-brix-tabletki-start-cleaner-3-sht.html,82,05.11.2025 19:11,,"вул. Соборна, 42",Фастів,0
1437443163,,,,,2210106,Бытовая химия >> Средства для стирки,brix,Капсули для прання BRIX UNIVERSAL 17 шт.,,119,1,https://comfy.ua/kapsuly-dlja-stirki-brix-universal-17-sht.html,161,05.11.2025 19:13,,"вул. Соборна, 42",Фастів,0
1437443212,,,,,2227719,Детские товары >> Игрушки >> Настольные игры и головоломки >> Настольные игры и головоломки Strateg,strateg,Настільна гра (3-4 роки) Strateg Пильне око укр. м. (30274),,56,1,https://comfy.ua/nastol-naja-igra-razvlekatel-naja-3-4-goda-strateg-bditel-nyj-zor-ukr-jaz-30274.html,,06.11.2025 0:18,,"вул. Соборна, 42",Фастів,0
1437443213,,,,,2227718,Детские товары >> Игрушки >> Настольные игры и головоломки >> Настольные игры и головоломки Strateg,strateg,Настільна гра (8 +) Strateg Самураква укр.м. (30322),,115,1,https://comfy.ua/nastol-naja-igra-razvlekatel-naja-8-strateg-samurakva-ukr-jaz-30322.html,,05.11.2025 23:50,,"вул. Соборна, 42",Фастів,0
1437443329,6861795,ARDESTO,Микроволновая печь ARDESTO GO-EGR923BL,3799,2220302,Техника для кухни >> Крупная техника >> Микроволновые печи >> Микроволновые печи Ardesto,ardesto,Мікрохвильова піч (НВЧ) Ardesto GO-EGR923BL,,3299,1,https://comfy.ua/mikrovolnovaja-pech-svch-ardesto-go-egr923bl.html,,05.11.2025 17:56,,"вул. Соборна, 42",Фастів,0
