1647994888,6947952,rotex,_rotex_rtm122w,489,2786178,__________rotex,rotex,_rotex_rtm122w,column,489,1,httpscomfyuatosterrotexrtm122whtml,659,05112025_1747,column,__42,Фастів,0
1647994064,6950121,MASTERPRO,Лопатка MASTERPRO Foodies collection 35.3 см (BGMP-4586),359,2808134,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Masterpro,masterpro,Лопатка кухонна Masterpro Foodies collection 35.3 см (BGMP-4586),,359,1,https://comfy.ua/lopatka-kuhonnaja-masterpro-foodies-collection-35-3-sm-bgmp-4586.html,559,05.11.2025 19:06,,"вул. Соборна, 42",Фастів,0
1647994888,6947952,ROTEX,Тостер ROTEX RTM122-W,489,2786178,Техника для кухни >> Мелкая техника >> Тостеры >> Тостеры Rotex,rotex,Тостер Rotex RTM122-W,,489,1,https://comfy.ua/toster-rotex-rtm122-w.html,659,05.11.2025 17:47,,"вул. Соборна, 42",Фастів,0
1647995687,,,,,2808192,"Посуда >> Для напитков >> Кофеварки гейзерные, турки >> Кофеварки гейзерные, турки Bergner",bergner,Кавоварка гейзерна Bergner Coffee & tea lovers 6 чашок (BG-38197-MM),,889,1,https://comfy.ua/kofevarka-gejzernaja-bergner-coffee-tea-lovers-6-chashek-bg-38197-mm.html,1609,05.11.2025 19:11,,"вул. Соборна, 42",Фастів,0
1648005605,,,,,.2779239,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart for Samsung Galaxy Tab Active 3 SM-T570 / SM-T575 / SM-T577 (ARM68435),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-for-samsung-galaxy-tab-active-3-sm-t570-sm-t575-sm-t577-arm68435.html,,05.11.2025 21:26,,"вул. Соборна, 42",Фастів,0
1648005606,,,,,.2780116,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart Anti-Blue for Huawei MatePad 10.4 2022 (53013AEC)/2021 (53011TNG) (ARM61082),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-anti-blue-for-huawei-matepad-10-4-2022-53013aec-2021-53011tng-arm61082.html,,05.11.2025 22:24,,"вул. Соборна, 42",Фастів,0
1648005608,,,,,.2780117,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart for Huawei MatePad 10.4 2022 (53013AEC)/2021 (53011TNG) (ARM61086),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-for-huawei-matepad-10-4-2022-53013aec-2021-53011tng-arm61086.html,,05.11.2025 20:52,,"вул. Соборна, 42",Фастів,0
1648005610,,,,,.2779240,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart for Lenovo Tab P11 (2nd Gen) (ARM69134),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-for-lenovo-tab-p11-2nd-gen-arm69134.html,,05.11.2025 19:08,,"вул. Соборна, 42",Фастів,0
1648005611,,,,,.2780118,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart for Apple iPad 6 2018 (ARM63974),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-for-apple-ipad-6-2018-arm63974.html,,05.11.2025 20:39,,"вул. Соборна, 42",Фастів,0
1648005612,,,,,.2780119,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart Matte for Huawei MatePad 10.4 2022 (53013AEC)/2021 (53011TNG) (ARM65743),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-matte-for-huawei-matepad-10-4-2022-53013aec-2021-53011tng-arm65743.html,,05.11.2025 21:25,,"вул. Соборна, 42",Фастів,0
1648006968,,,,,.2778239,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Захисна плівка для планшету Armorstandart for Lenovo Tab P11 Pro (2nd Gen) (ARM70895),,349,1,https://comfy.ua/zaschitnaja-plenka-dlja-plansheta-armorstandart-for-lenovo-tab-p11-pro-2nd-gen-arm70895.html,,05.11.2025 21:27,,"вул. Соборна, 42",Фастів,0
1648006979,,,,,2795056,Техника для кухни >> Крупная техника,scandilux,Витяжка традиційна Scandilux TRH602W3,,1999,1,https://comfy.ua/vytjazhka-tradicionnaja-scandilux-trh602w3.html,2399,05.11.2025 18:40,,"вул. Соборна, 42",Фастів,0
1648007923,6949774,KELA,"Чайник KELA Vitus 2,4 л (12078)",2399,2808167,Посуда >> Для напитков >> Чайники металлические >> Чайники металлические Kela,kela,"Чайник металевий Kela Vitus 2,4 л (12078)",,2399,1,https://comfy.ua/chajnik-metallicheskij-kela-vitus-2-4-l-12078.html,3999,05.11.2025 19:46,,"вул. Соборна, 42",Фастів,0
1648007924,6949775,KELA,"Чайник KELA Vitus 2,4 л Black (12079)",3399,2808168,Посуда >> Для напитков >> Чайники металлические >> Чайники металлические Kela,kela,"Чайник металевий Kela Vitus 2,4 л (12079)",,3399,1,https://comfy.ua/chajnik-metallicheskij-kela-vitus-2-4-l-12079.html,3999,05.11.2025 19:49,,"вул. Соборна, 42",Фастів,0
1648013350,,,,,2810522,Техника для дома >> Климатическая техника,floria,Газовий обігрівач Floria ZLN1275,,4399,1,https://comfy.ua/gazovyj-obogrevatel-floria-zln1275.html,4999,05.11.2025 17:35,,"вул. Соборна, 42",Фастів,0
1648023195,6947895,ARDESTO,Электрочайник ARDESTO EKL-T31GW,499,2807452,Техника для кухни >> Мелкая техника >> Чайники электрические >> Чайники электрические Ardesto,ardesto,Електричний чайник Ardesto EKL-T31GW,,429,1,https://comfy.ua/jelektricheskij-chajnik-ardesto-ekl-t31gw.html,,05.11.2025 18:19,,"вул. Соборна, 42",Фастів,0
1648023632,,,,,2741599,Техника для кухни >> Мелкая техника >> Чайники электрические >> Чайники электрические ViLgrand,vilgrand,Електричний чайник ViLgrand VL1209GK Black,,749,1,https://comfy.ua/jelektricheskij-chajnik-vilgrand-vl1209gk-black.html,,05.11.2025 19:43,,"вул. Соборна, 42",Фастів,0
1648023633,,,,,2741600,Техника для кухни >> Мелкая техника >> Чайники электрические >> Чайники электрические ViLgrand,vilgrand,Електричний чайник ViLgrand VL1209GK White,,749,1,https://comfy.ua/jelektricheskij-chajnik-vilgrand-vl1209gk-white.html,,05.11.2025 19:40,,"вул. Соборна, 42",Фастів,0
1648023641,6993414,MASTERPRO,Крышка MASTERPRO By alessi (bones) 20 см (BGMP-2221)),859,2808129,Посуда >> Для приготовления >> Крышки для посуды >> Крышки для посуды Masterpro,masterpro,Кришка для посуду Masterpro By alessi 20 см (BGMP-2221),,859,1,https://comfy.ua/kryshka-dlja-posudy-masterpro-by-alessi-20-sm-bgmp-2221.html,1559,05.11.2025 20:21,,"вул. Соборна, 42",Фастів,0
1648024464,,,,,.2621462,Посуда >> Для приготовления,pepper,Ківш Pepper Arma 16 см (PR-2309-16),,1025,1,https://comfy.ua/kovsh-pepper-arma-16-sm-pr-2309-16.html,,05.11.2025 20:01,,"вул. Соборна, 42",Фастів,0
1648028419,,,,,.2810525,Техника для дома >> Мелкая техника,milwaukee,Пилосос ручний для дому Milwaukee M18 CV-0 (4933459204),,7615,1,https://comfy.ua/pylesos-ruchnoj-dlja-doma-milwaukee-m18-cv-0-4933459204.html,,05.11.2025 18:32,,"вул. Соборна, 42",Фастів,0
1648031153,6775330,FLORINA,Заварник Florina MILTON 750 мл (3D8520),269,2750217,Посуда >> Для напитков >> Френч-прессы и чайники заварочные >> Френч-прессы и чайники заварочные FLORINA,florina,Чайник заварювальний FLORINA Milton 750 мл (3D8520),,281,1,https://comfy.ua/chajnik-zavarochnyj-florina-milton-750-ml-3d8520.html,359,05.11.2025 19:10,,"вул. Соборна, 42",Фастів,0
1648031154,,,,,2750216,Посуда >> Для напитков >> Френч-прессы и чайники заварочные >> Френч-прессы и чайники заварочные FLORINA,florina,Чайник заварювальний FLORINA Ceylon 1100 мл N (3D0056),,297,1,https://comfy.ua/chajnik-zavarochnyj-florina-ceylon-1100-ml-n-3d0056.html,379,05.11.2025 19:49,,"вул. Соборна, 42",Фастів,0
1648031157,6775329,FLORINA,Заварочный чайник Florina MARGRABIA 2 л (3D0032),428,2750215,Посуда >> Для напитков >> Френч-прессы и чайники заварочные >> Френч-прессы и чайники заварочные FLORINA,florina,Чайник заварювальний FLORINA Margrabia 2 л (3D0032),,428,1,https://comfy.ua/chajnik-zavarochnyj-florina-margrabia-2-l-3d0032.html,,05.11.2025 19:18,,"вул. Соборна, 42",Фастів,0
1648032874,,,,,2750223,Посуда >> Кухонные аксессуары,florina,Пензлик кулiнарний FLORINA Anide (4P2102),,105,1,https://comfy.ua/kist-kulinarnaja-florina-anide-4p2102.html,,05.11.2025 19:18,,"вул. Соборна, 42",Фастів,0
1648032875,6950080,MASTERPRO,"Кулинарная кисть MASTERPRO Foodies collection 26,3 см (BGMP-7180)",319,2802876,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Masterpro,masterpro,"Пензлик кулiнарний Masterpro Foodies collection 26,3 см (BGMP-7180)",,319,1,https://comfy.ua/kist-kulinarnaja-masterpro-foodies-collection-26-3-sm-bgmp-7180.html,389,05.11.2025 19:26,,"вул. Соборна, 42",Фастів,0
1648034152,,,,,2802722,Смартфоны и телефоны >> Аксессуары для смартфонов >> Чехлы для смартфонов >> Чехлы для смартфонов Armorstandart,armorstandart,Чохол для смартфону Armorstandart G-Case for Samsung A05s (A057) Marsala (ARM72620),,349,1,https://comfy.ua/chehol-dlja-smartfona-armorstandart-g-case-for-samsung-a05s-a057-marsala-arm72620.html,,05.11.2025 18:23,,"вул. Соборна, 42",Фастів,0
