1643313758,column,column,column,column,2270061,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,__qbox_i21458,column,26604,1,httpscomfyuasistemnyjblokqboxi21458html,30579,05112025_1906,column,__42,Фастів,0
1643314068,,,,,.2525500,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart Matte for Samsung A72 (ARM60154),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-matte-for-samsung-a72-arm60154.html,,05.11.2025 20:46,,"вул. Соборна, 42",Фастів,0
1643314072,,,,,.2549654,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Vivo Y02 (ARM66003),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-vivo-y02-arm66003.html,,05.11.2025 20:39,,"вул. Соборна, 42",Фастів,0
1643314162,,,,,.2271025,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21630,,27108,1,https://comfy.ua/sistemnyj-blok-qbox-i21630.html,31159,05.11.2025 18:23,,"вул. Соборна, 42",Фастів,0
1643314163,,,,,.2271026,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21631,,27752,1,https://comfy.ua/sistemnyj-blok-qbox-i21631.html,31899,05.11.2025 18:18,,"вул. Соборна, 42",Фастів,0
1643314164,,,,,.2271027,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21632,,29135,1,https://comfy.ua/sistemnyj-blok-qbox-i21632.html,33489,05.11.2025 19:06,,"вул. Соборна, 42",Фастів,0
1643314165,,,,,.2271028,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21633,,28814,1,https://comfy.ua/sistemnyj-blok-qbox-i21633.html,33119,05.11.2025 18:29,,"вул. Соборна, 42",Фастів,0
1643314166,,,,,.2271029,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21634,,29135,1,https://comfy.ua/sistemnyj-blok-qbox-i21634.html,33489,05.11.2025 19:06,,"вул. Соборна, 42",Фастів,0
1643314167,,,,,.2271030,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21635,,29823,1,https://comfy.ua/sistemnyj-blok-qbox-i21635.html,34279,05.11.2025 19:06,,"вул. Соборна, 42",Фастів,0
1643314168,,,,,.2271031,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21636,,30197,1,https://comfy.ua/sistemnyj-blok-qbox-i21636.html,34709,05.11.2025 18:16,,"вул. Соборна, 42",Фастів,0
1643314169,,,,,.2271032,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21637,,30467,1,https://comfy.ua/sistemnyj-blok-qbox-i21637.html,35019,05.11.2025 19:58,,"вул. Соборна, 42",Фастів,0
1643314170,,,,,.2271033,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21638,,30841,1,https://comfy.ua/sistemnyj-blok-qbox-i21638.html,35449,05.11.2025 18:29,,"вул. Соборна, 42",Фастів,0
1643314171,,,,,.2271034,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21639,,27848,1,https://comfy.ua/sistemnyj-blok-qbox-i21639.html,32009,05.11.2025 18:29,,"вул. Соборна, 42",Фастів,0
1643314172,,,,,.2271035,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21640,,27067,1,https://comfy.ua/sistemnyj-blok-qbox-i21640.html,32749,05.11.2025 17:59,,"вул. Соборна, 42",Фастів,0
1643314173,,,,,.2271036,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21641,,29866,1,https://comfy.ua/sistemnyj-blok-qbox-i21641.html,34329,05.11.2025 18:12,,"вул. Соборна, 42",Фастів,0
1643314178,,,,,.2271037,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21642,,29544,1,https://comfy.ua/sistemnyj-blok-qbox-i21642.html,33959,05.11.2025 18:43,,"вул. Соборна, 42",Фастів,0
1643314180,,,,,.2271038,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21643,,29866,1,https://comfy.ua/sistemnyj-blok-qbox-i21643.html,34329,05.11.2025 18:16,,"вул. Соборна, 42",Фастів,0
1643314182,,,,,.2271040,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21645,,30928,1,https://comfy.ua/sistemnyj-blok-qbox-i21645.html,35549,05.11.2025 18:43,,"вул. Соборна, 42",Фастів,0
1643314184,,,,,.2271043,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21648,,34564,1,https://comfy.ua/sistemnyj-blok-qbox-i21648.html,39729,05.11.2025 18:43,,"вул. Соборна, 42",Фастів,0
1643314186,,,,,.2271045,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21650,,36591,1,https://comfy.ua/sistemnyj-blok-qbox-i21650.html,42059,05.11.2025 21:16,,"вул. Соборна, 42",Фастів,0
1643314188,,,,,.2271049,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21654,,37601,1,https://comfy.ua/sistemnyj-blok-qbox-i21654.html,43219,05.11.2025 19:58,,"вул. Соборна, 42",Фастів,0
1643314190,,,,,.2271051,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21656,,38244,1,https://comfy.ua/sistemnyj-blok-qbox-i21656.html,43959,05.11.2025 21:16,,"вул. Соборна, 42",Фастів,0
1643314191,,,,,.2271052,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21657,,35304,1,https://comfy.ua/sistemnyj-blok-qbox-i21657.html,40579,05.11.2025 19:05,,"вул. Соборна, 42",Фастів,0
1643314193,,,,,.2271054,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21659,,37322,1,https://comfy.ua/sistemnyj-blok-qbox-i21659.html,42899,05.11.2025 18:43,,"вул. Соборна, 42",Фастів,0
1643314195,,,,,.2271058,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21663,,38340,1,https://comfy.ua/sistemnyj-blok-qbox-i21663.html,44069,05.11.2025 19:58,,"вул. Соборна, 42",Фастів,0
1643314197,,,,,.2271060,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21665,,38984,1,https://comfy.ua/sistemnyj-blok-qbox-i21665.html,44809,05.11.2025 21:16,,"вул. Соборна, 42",Фастів,0
1643314199,,,,,.2271062,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21667,,31711,1,https://comfy.ua/sistemnyj-blok-qbox-i21667.html,36449,05.11.2025 19:58,,"вул. Соборна, 42",Фастів,0
1643314200,,,,,.2271063,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I21668,,33094,1,https://comfy.ua/sistemnyj-blok-qbox-i21668.html,38039,05.11.2025 18:29,,"вул. Соборна, 42",Фастів,0
