1646658650,column,column,column,column,2807466,Смартфоны и телефоны >> Мобильные телефоны,ergo,__ergo_r231_dual_sim_black,column,819,1,httpscomfyuamobilnyjtelefonergor231dualsimblackhtml,column,05112025_1721,column,__42,Фастів,0
1646758597,7076443,APC,ИБП APC 2700W/3000VA (SMT3000IC),110952,2679358,"Ноутбуки, планшеты и компьютерная техника >> Сетевая защита >> Источники бесперебойного питания >> Источники бесперебойного питания APC",apc,Джерело безперебійного живлення APC APC Smart-UPS 3000VA LCD (SMT3000IC),,126885,1,https://comfy.ua/istochnik-besperebojnogo-pitanija-apc-apc-smart-ups-3000va-lcd-smt3000ic.html,,05.11.2025 17:39,,"вул. Соборна, 42",Фастів,0
1646770459,,,,,.2706997,"Дом, отдых и зоотовары >> Освещение",ltc,Ліхтар LTC LL45,,1169,1,https://comfy.ua/fonar-ltc-ll45.html,,05.11.2025 17:25,,"вул. Соборна, 42",Фастів,0
1646785195,,,,,2797486,Красота и здоровье >> Уход за полостью рта,h2ofloss,Іригатор H2OFloss HF-5 White,,1799,1,https://comfy.ua/irrigator-h2ofloss-hf-5-white.html,,05.11.2025 18:42,,"вул. Соборна, 42",Фастів,0
1646785196,,,,,2797488,Красота и здоровье >> Уход за полостью рта,h2ofloss,Іригатор H2OFloss HF-6Р White,,1829,1,https://comfy.ua/irrigator-h2ofloss-hf-6r-white.html,,05.11.2025 18:37,,"вул. Соборна, 42",Фастів,0
1646785197,,,,,.2797487,Красота и здоровье >> Уход за полостью рта,h2ofloss,Іригатор H2OFloss HF-6Р Black,,1799,1,https://comfy.ua/irrigator-h2ofloss-hf-6r-black.html,,05.11.2025 18:38,,"вул. Соборна, 42",Фастів,0
1646785198,,,,,.2767243,Красота и здоровье >> Уход за полостью рта,h2ofloss,Іригатор H2OFloss HF-2 Black,,1499,1,https://comfy.ua/irrigator-h2ofloss-hf-2-black.html,,05.11.2025 18:35,,"вул. Соборна, 42",Фастів,0
1646785481,,,,,2706995,Инструменты и автотовары >> Автотовары,mystery,Автосабвуфер Mystery MBB-256A,,5889,1,https://comfy.ua/avtosabvufer-mystery-mbb-256a.html,,05.11.2025 20:58,,"вул. Соборна, 42",Фастів,0
1646787894,,,,,.2572776,Смартфоны и телефоны >> Телефоны для дома и офиса,gigaset,Телефон шнуровий Gigaset Desk 200 White (S30054-H6539-S202),,1049,1,https://comfy.ua/telefon-shnurovoj-gigaset-desk-200-white-s30054-h6539-s202.html,,05.11.2025 17:15,,"вул. Соборна, 42",Фастів,0
1646787899,,,,,2579340,Смартфоны и телефоны >> Телефоны для дома и офиса,gigaset,Телефон шнуровий Gigaset DA810A Black (S30350-S214-N101),,1699,1,https://comfy.ua/telefon-shnurovoj-gigaset-da810a-black-s30350-s214-n101.html,,05.11.2025 17:15,,"вул. Соборна, 42",Фастів,0
1646788231,6865365,RINGEL,Набор столовых ножей RINGEL Lyra 4 шт (RG-3110-4/1),308,2696359,Посуда >> Для сервировки >> Столовые приборы >> Столовые приборы Ringel,ringel,Набір ножів столових Ringel Lyra 4 шт. (RG-3110-4/1),,309,1,https://comfy.ua/nabor-nozhej-stolovyh-ringel-lyra-4-sht-rg-3110-4-1.html,,05.11.2025 19:38,,"вул. Соборна, 42",Фастів,0
1646792383,,,,,2790952,Детские товары >> Детский транспорт >> Защита >> Защита Xiaomi,xiaomi,Шолом Xiaomi Mi Commuter Helmet MCH01NEB Black M (QHV4008GL),,1799,1,https://comfy.ua/shlem-xiaomi-mi-commuter-helmet-mch01neb-black-m-qhv4008gl.html,,05.11.2025 20:34,,"вул. Соборна, 42",Фастів,0
1646793045,,,,,2599675,Инструменты и автотовары >> Автотовары >> Автоакустика >> Автоакустика EDGE,edge,Автоакустика EDGE EDBXPRO6W-E0,,1909,1,https://comfy.ua/avtoakustika-edge-edbxpro6w-e0.html,,05.11.2025 20:58,,"вул. Соборна, 42",Фастів,0
