783572347,column,column,column,column,1739395,Детские товары >> Игрушки,tigres,__tigres___30__0209,column,519,1,httpscomfyuamjagkajaigrushkazhivotnoetigresmishkahani30smve0209html,column,06112025_136,column,__42,Фастів,0
784154306,,,,,1739540,Игровые консоли и гейминг >> Комплектующие для игровых ПК,xilence,Корпусний вентилятор Xilence XPF140.R.PWM (XF051),,239,1,https://comfy.ua/catalog/product/view/id/1902453,,05.11.2025 19:19,,"вул. Соборна, 42",Фастів,0
784257676,,,,,1739654,"Ноутбуки, планшеты и компьютерная техника >> МФУ, принтеры и сканеры",canon,Картридж для фотопринтера Canon XS-20L + фотопапір (4119C002),,999,1,https://comfy.ua/catalog/product/view/id/1906653,,05.11.2025 17:25,,"вул. Соборна, 42",Фастів,0
784268118,,,,,1739742,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование",d-link,Коммутатор локальної мережі (Switch) D-Link DGS-1100-08V2,,2199,1,https://comfy.ua/catalog/product/view/id/1906843,,05.11.2025 18:06,,"вул. Соборна, 42",Фастів,0
784285677,,,,,1027873,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование",d-link,Коммутатор локальної мережі (Switch) D-Link DGS-1016D,,2899,1,https://comfy.ua/catalog/product/view/id/1906823,,05.11.2025 18:12,,"вул. Соборна, 42",Фастів,0
784303642,,,,,1739741,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование",hp,Коммутатор локальної мережі (Switch) Aruba JL681A,,13225,1,https://comfy.ua/catalog/product/view/id/1906813,,05.11.2025 18:06,,"вул. Соборна, 42",Фастів,0
784309722,,,,,1739345,Игровые консоли и гейминг >> Комплектующие для игровых ПК,fsp,Блок живлення для ПК FSP ATX-500PNR PRO,,1729,1,https://comfy.ua/blok-pitanija-dlja-pk-fsp-atx-500pnr-pro.html,,05.11.2025 19:18,,"вул. Соборна, 42",Фастів,0
784311200,,,,,1739914,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование",ubiquiti,Коммутатор локальної мережі (Switch) Ubiquiti USW-48-POE,,30405,1,https://comfy.ua/catalog/product/view/id/1906873,,05.11.2025 18:05,,"вул. Соборна, 42",Фастів,0
784464043,,,,,1698082,Техника для кухни >> Крупная техника >> Вытяжки >> Вытяжки Ventolux,ventolux,Витяжка декоративна Ventolux LIDO 50 BR (700),,3399,1,https://comfy.ua/vytjazhka-dekorativnaja-ventolux-lido-50-br-700.html,,05.11.2025 21:06,,"вул. Соборна, 42",Фастів,0
784491937,6734538,BOSCH,Набор сверл BOSCH HSS-Co ProBox 25 шт (2.608.587.018),3887,1732476,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Bosch,bosch,Набір свердел Bosch HSS-Co ProBox 25 шт. (2.608.587.018),,3889,1,https://comfy.ua/nabor-sverl-bosch-hss-co-probox-25-sht-2-608-587-018.html,,05.11.2025 21:29,,"вул. Соборна, 42",Фастів,0
784491967,6673771,BENQ,Проектор BENQ MX808STH (9H.JMG77.13E),21199,1735663,Телевизоры и мультимедиа >> Проекторы и экраны >> Проекторы >> Проекторы BenQ,benq,Проектор BenQ MX808STH (9H.JMG77.13E),,21199,1,https://comfy.ua/proektor-benq-mx808sth-9h-jmg77-13e.html,,05.11.2025 17:56,,"вул. Соборна, 42",Фастів,0
784492008,,,,,.1734909,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование",synology,Мережеве сховище без HDD Synology RS1221+,,64049,1,https://comfy.ua/setevoe-hranilische-bez-hdd-synology-rs1221.html,,05.11.2025 18:14,,"вул. Соборна, 42",Фастів,0
784492136,6721781,STARK,Дрель STARK ID 900 Profi (120090030),1597,1722934,Инструменты и автотовары >> Электроинструменты >> Дрели электрические >> Дрели электрические Stark,stark,Електродриль Stark ID 900 Profi (120090030),,1599,1,https://comfy.ua/jelektrodrel-stark-id-900-profi-120090030.html,,05.11.2025 21:21,,"вул. Соборна, 42",Фастів,0
784492267,7122673,VILGRAND,Электрошашлычница Vilgrand V1005,1199,1730347,Техника для кухни >> Мелкая техника >> Грили-барбекю >> Грили-барбекю ViLgrand,vilgrand,Електрошашличниця ViLgrand V1005,,1299,1,https://comfy.ua/jelektroshashlychnica-vilgrand-v1005.html,,05.11.2025 17:45,,"вул. Соборна, 42",Фастів,0
