773026088,6654228,krups,_krups_intuition_preference__ea875e10,32999,1726950,__________krups,krups,_krups_intuition_preference_ea875e10,column,32999,1,httpscomfyuakofemashinakrupsea875e10html,61699,05112025_1752,column,__42,Фастів,0
773026088,6654228,KRUPS,Кофемашина KRUPS Intuition Preference + EA875E10,32999,1726950,Техника для кухни >> Мир кофе >> Кофемашины >> Кофемашины Krups,krups,Кавомашина Krups Intuition preference EA875E10,,32999,1,https://comfy.ua/kofemashina-krups-ea875e10.html,61699,05.11.2025 17:52,,"вул. Соборна, 42",Фастів,0
773027381,,,,,1713611,Детские товары >> Игрушки >> Машинки и техника >> Машинки и техника Bburago,bburago,"Колекційна машинка 1:24 Bburago Laferrari (асорті червоний, білий, 1:24) (18-26001)",,1199,1,https://comfy.ua/kollekcionnaja-mashinka-1-24-bburago-laferrari-assorti-krasnyj-belyj-1-24-18-26001.html,,06.11.2025 0:02,,"вул. Соборна, 42",Фастів,0
773027382,,,,,1713610,Детские товары >> Игрушки >> Машинки и техника >> Машинки и техника Bburago,bburago,"Колекційна машинка 1:24 Bburago Renault Megane Trophy (жовтий металік, 1:24) (18-22115)",,619,1,https://comfy.ua/kollekcionnaja-mashinka-1-24-bburago-renault-megane-trophy-zheltyj-metallik-1-24-18-22115.html,897,05.11.2025 23:54,,"вул. Соборна, 42",Фастів,0
773027383,,,,,1713609,Детские товары >> Игрушки >> Машинки и техника >> Машинки и техника Bburago,bburago,"Колекційна машинка 1:24 Bburago Dodge Viper SRT10 ACR (асорті помар-чорн металік, черв-чорн металік, 1:24) (18-22114)",,899,1,https://comfy.ua/kollekcionnaja-mashinka-1-24-bburago-dodge-viper-srt10-acr-assorti-oranzh-chern-metallik-krasn-chern-metallik-1-24-18-22114.html,,05.11.2025 23:58,,"вул. Соборна, 42",Фастів,0
773027384,,,,,1713604,Детские товары >> Игрушки >> Машинки и техника >> Машинки и техника Bburago,bburago,"Колекційна машинка 1:32 Bburago Srt Viper Gts (2013) (червоний, 1:32) (18-43033)",,329,1,https://comfy.ua/kollekcionnaja-mashinka-1-32-bburago-srt-viper-gts-2013-krasnyj-1-32-18-43033.html,,06.11.2025 0:02,,"вул. Соборна, 42",Фастів,0
773027385,,,,,1713603,Детские товары >> Игрушки >> Машинки и техника >> Машинки и техника Bburago,bburago,"Колекційна машинка 1:32 Bburago Mercedes-Benz Glk-Class (асорті червоний, сріблястий, 1:32) (18-43016)",,549,1,https://comfy.ua/kollekcionnaja-mashinka-1-32-bburago-mercedes-benz-glk-class-assorti-krasnyj-serebristyj-1-32-18-43016.html,,05.11.2025 23:41,,"вул. Соборна, 42",Фастів,0
773027386,,,,,1713602,Детские товары >> Игрушки >> Машинки и техника >> Машинки и техника Bburago,bburago,"Колекційна машинка 1:24 Bburago Lamborghini Sesto Elemento (сірий металік, 1:24) (18-21061)",,696,1,https://comfy.ua/kollekcionnaja-mashinka-1-24-bburago-lamborghini-sesto-elemento-seryj-metallik-1-24-18-21061.html,997,05.11.2025 23:36,,"вул. Соборна, 42",Фастів,0
773028299,,,,,1682929,Посуда >> Нарезка и измельчение,florina,Овочечистка FLORINA Smart-Multi (4T9914),,129,1,https://comfy.ua/ovoschechistka-florina-smart-multi-4t9914.html,,05.11.2025 19:40,,"вул. Соборна, 42",Фастів,0
773029537,6602374,MAXMARK,Овоoечистка MAXMARK MK-KG-2005 Black,109,1638943,Посуда >> Нарезка и измельчение >> Овощечистки >> Овощечистки Maxmark,maxmark,Овочечистка Maxmark MK-KG-2005,,109,1,https://comfy.ua/ovoschechistka-maxmark-mk-kg-2005.html,,05.11.2025 18:58,,"вул. Соборна, 42",Фастів,0
773029684,6602373,MAXMARK,Овощечистка MAXMARK MK-KG-2003,139,1638944,Посуда >> Нарезка и измельчение >> Овощечистки >> Овощечистки Maxmark,maxmark,Овочечистка Maxmark MK-KG-2003,,139,1,https://comfy.ua/ovoschechistka-maxmark-mk-kg-2003.html,,05.11.2025 19:54,,"вул. Соборна, 42",Фастів,0
773034378,,,,,1713604,Детские товары >> Игрушки,bburago,"Колекційна машинка 1:32 Bburago Srt Viper Gts (2013) (червоний, 1:32) (18-43033)",,329,1,https://comfy.ua/catalog/product/view/id/1845503,,06.11.2025 0:02,,"вул. Соборна, 42",Фастів,0
773041681,,,,,1730895,Детские товары >> Творчество и развитие >> Творчество и рукоделие >> Творчество и рукоделие Viga Toys,viga-toys,Набір для виготовлення декору Viga Toys Намисто Квіти (52730),,919,1,https://comfy.ua/nabor-dlja-izgotovlenija-dekora-viga-toys-ozherel-e-cvety-52730.html,,05.11.2025 20:42,,"вул. Соборна, 42",Фастів,0
773144749,,,,,1730157,Детские товары >> Игрушки для малышей,sigikid,Підвіска Sigikid Грибочок (41884SK),,255,1,https://comfy.ua/mjagkaja-igrushka-eda-sigikid-gribochek-41884sk.html,316,05.11.2025 20:32,,"вул. Соборна, 42",Фастів,0
773144751,,,,,1730158,Comfy KIDS >> Игрушки для малышей >> Игрушки на коляску и кроватку >> Игрушки на коляску и кроватку Sigikid,sigikid,Підвіска Sigikid Полуничка (41885SK),,229,1,https://comfy.ua/mjagkaja-igrushka-eda-sigikid-klubnichka-41885sk.html,324,05.11.2025 20:36,,"вул. Соборна, 42",Фастів,0
773144763,6703590,ARRTX,Спиртовые маркеры Arrtx Alp ASM-02RD 24 цвета Красные оттенки (LC302253),959,1729957,Детские товары >> Творчество и развитие >> Все для рисования >> Все для рисования Arrtx,arrtx,"Набір маркерів Arrtx Alp ASM-02RD 24 кольори, червоні відтінки (LC302253)",,1079,1,https://comfy.ua/nabor-markerov-arrtx-alp-asm-02rd-24-cveta-krasnye-ottenki.html,1199,05.11.2025 20:43,,"вул. Соборна, 42",Фастів,0
