1447004377,7058053,eurohome,___eurohome_star_18__grey_eg18s,439,2254043,__________________eurohome,eurohome,___eurohome_eg18s_star__18,column,439,1,httpscomfyuasushilkadljabeljaeurohomeeg18sstarseraja18mhtml,689,05112025_1944,column,__42,Фастів,3
1447004377,7058053,EUROHOME,Сушилка для белья EUROHOME STAR 18 м Grey (EG18-S),439,2254043,"Дом, отдых и зоотовары >> Хранение и уход за одеждой >> Сушилки для вещей >> Сушилки для вещей Eurohome",eurohome,"Сушарка для білизни Eurohome EG18-S STAR, сіра, 18м",,439,1,https://comfy.ua/sushilka-dlja-bel-ja-eurohome-eg18-s-star-seraja-18m.html,689,05.11.2025 19:44,,"вул. Соборна, 42",Фастів,3
1447004378,,,,,2253586,"Дом, отдых и зоотовары >> Хранение и уход за одеждой",eurogold,"Сушарка для білизни Eurogold 0503SET Sydney Grey, 18м",,615,1,https://comfy.ua/sushilka-dlja-bel-ja-eurogold-0503set-sydney-grey-18m.html,699,05.11.2025 19:44,,"вул. Соборна, 42",Фастів,3
1447011022,,,,,2260491,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование >> Точки доступа >> Точки доступа TP-Link",tp-link,Точка доступу TP-Link EAP610-Outdoor,,6699,1,https://comfy.ua/tochka-dostupa-tp-link-eap610-outdoor.html,,05.11.2025 17:56,,"вул. Соборна, 42",Фастів,0
1447023323,6874234,CORSAIR,Гарнитура CORSAIR Void RGB Elite USB Premium Gaming Carbon (CA-9011203-EU),4799,2255520,"Аудио, фото и видео >> Наушники >> Наушники Corsair",corsair,Гарнітура дротова ігрова Corsair Void RGB Elite (CA-9011203-EU),,4799,1,https://comfy.ua/garnitura-provodnaja-igrovaja-corsair-void-rgb-elite-ca-9011203-eu.html,,05.11.2025 19:11,,"вул. Соборна, 42",Фастів,0
1447023641,6873620,CORSAIR,Гарнитура Corsair HS80 RGB Headset White (CA-9011238-EU),5899,2255519,"Аудио, фото и видео >> Наушники >> Наушники Corsair",corsair,Гарнітура дротова ігрова Corsair HS80 RGB USB Headset White (CA-9011238-EU),,5899,1,https://comfy.ua/garnitura-provodnaja-igrovaja-corsair-hs80-rgb-usb-headset-white-ca-9011238-eu.html,,05.11.2025 19:11,,"вул. Соборна, 42",Фастів,0
1447028751,,,,,2259093,Смартфоны и телефоны >> Аксессуары для смартфонов,beepower,Батарея мобільна BeePower Power Bank BP-20PD 20000mAh 22.5W PD USB-C + 2xUSB 3.0 White (BP-20PD W),,1999,1,https://comfy.ua/batareja-mobil-naja-beepower-power-bank-bp-20pd-20000mah-22-5w-pd-usb-c-2xusb-3-0-white-bp-20pd-w.html,,05.11.2025 17:20,,"вул. Соборна, 42",Фастів,0
1447028753,,,,,2259084,Энергообеспечение >> Мобильные батареи,prio,Батарея мобільна PRIO Fast Charge Power Bank 30 000 mAh Black (52958),,2749,1,https://comfy.ua/batareja-mobil-naja-prio-fast-charge-power-bank-30-000-mah-black-52958.html,,05.11.2025 17:25,,"вул. Соборна, 42",Фастів,0
1447028754,6839074,SANDBERG,Powerbank SANDBERG 15000 mAh 45W (420-66),3999,2256804,Смартфоны и телефоны >> Аксессуары для смартфонов >> Мобильные батареи >> Мобильные батареи Sandberg,sandberg,Батарея мобільна Sandberg PD 45W 20V/2.25A 15000 mAh (420-66),,999,1,https://comfy.ua/batareja-mobil-naja-sandberg-pd-45w-20v-2-25a-15000-mah-420-66.html,,05.11.2025 17:20,,"вул. Соборна, 42",Фастів,0
1447041771,6832856,VINZER,Ковш VINZER Profi 1.1 л (50180),1326,2260472,Посуда >> Для приготовления >> Ковши и сотейники >> Ковши и сотейники Vinzer,vinzer,Ківш Vinzer Profi Series 14 см (50180),,1327,1,https://comfy.ua/kovsh-vinzer-profi-series-14-sm-50180.html,1895,05.11.2025 20:09,,"вул. Соборна, 42",Фастів,0
1447057412,6836270,LOGITECH,Комплект LOGITECH MK295 Silent Wireless Combo US Off-White (920-009824),2299,2260333,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК >> Клавиатуры >> Клавиатуры Logitech",logitech,Клавіатура + миша бездротова Logitech MK295 Silent Wireless Combo (920-009824),,2299,1,https://comfy.ua/klaviatura-mysh-besprovodnaja-logitech-mk295-silent-wireless-combo-920-009824.html,,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1447057972,,,,,.2259272,Посуда >> Для приготовления,krauff,Набір посуду Krauff 26-238-044 8 пр.,,5989,1,https://comfy.ua/nabor-posudy-krauff-26-238-044-8-pr.html,,05.11.2025 20:00,,"вул. Соборна, 42",Фастів,0
1447078241,7170480,MINOLA,Вытяжка MINOLA HPL 612 I,2299,2209314,Техника для кухни >> Крупная техника >> Вытяжки >> Вытяжки Minola,minola,Витяжка традиційна Minola HPL 612 I,,2299,1,https://comfy.ua/vytjazhka-tradicionnaja-minola-hpl-612-i.html,2555,05.11.2025 17:46,,"вул. Соборна, 42",Фастів,0
1447078243,,,,,2211917,Техника для кухни >> Крупная техника >> Вытяжки >> Вытяжки Minola,minola,Витяжка традиційна Minola HPL 513 I,,2699,1,https://comfy.ua/vytjazhka-tradicionnaja-minola-hpl-513-i.html,2899,05.11.2025 18:32,,"вул. Соборна, 42",Фастів,0
1447082449,6706598,ANDA SEAT,Кресло ANDA SEAT T-Pro 2 Grey/Black Size XL (AD12XLLA-01-GB-F),17999,2259113,"Дом, отдых и зоотовары >> Мебель >> Кресла для геймеров и аксессуары >> Кресла для геймеров и аксессуары Anda Seat",anda-seat,Крісло для геймерів Anda Seat T-Pro 2 Grey/Black Size XL (AD12XLLA-01-GB-F),,17999,1,https://comfy.ua/kreslo-dlja-gejmerov-anda-seat-t-pro-2-grey-black-size-xl-ad12xlla-01-gb-f.html,21999,05.11.2025 19:47,,"вул. Соборна, 42",Фастів,0
1447092467,6839657,LIBERTON,Миксер LIBERTON LHM-2803,519,2260444,Техника для кухни >> Мелкая техника >> Миксеры >> Миксеры Liberton,liberton,Міксер Liberton LHM-2803,,599,1,https://comfy.ua/mikser-liberton-lhm-2803.html,,05.11.2025 17:38,,"вул. Соборна, 42",Фастів,2
1447117321,,,,,2254070,Техника для кухни >> Крупная техника >> Посудомоечные машины >> Посудомоечные машины Beko,beko,Посудомийна машина окремостояча Beko BDFS 26020 XQ,,15499,1,https://comfy.ua/posudomoechnaja-mashina-otdel-nostojaschaja-beko-bdfs-26020-xq.html,16499,05.11.2025 17:52,,"вул. Соборна, 42",Фастів,0
1447117844,,,,,2145218,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК >> Адаптеры Bluetooth >> Адаптеры Bluetooth Logitech",logitech,Адаптер мережі Bluetooth USB Logitech Receiver (956-000008),,499,1,https://comfy.ua/adapter-seti-bluetooth-usb-logitech-receiver-956-000008.html,,05.11.2025 17:35,,"вул. Соборна, 42",Фастів,0
1447133666,6834326,BEKO,Встраиваемая посудомоечная машина BEKO BDIS36020,12444,2258399,Техника для кухни >> Крупная техника >> Посудомоечные машины >> Посудомоечные машины Beko,beko,Посудомийна машина вбудована Beko BDIS36020,,12555,1,https://comfy.ua/posudomoechnaja-mashina-vstraivaemaja-beko-bdis36020.html,14499,05.11.2025 17:47,,"вул. Соборна, 42",Фастів,0
1447133781,6878199,BEKO,Встраиваемая посудомоечная машина BEKO BDIS38040A,15120,2258400,Техника для кухни >> Крупная техника >> Посудомоечные машины >> Посудомоечные машины Beko,beko,Посудомийна машина вбудована Beko BDIS38040A,,15120,1,https://comfy.ua/posudomoechnaja-mashina-vstraivaemaja-beko-bdis38040a.html,17599,05.11.2025 17:30,,"вул. Соборна, 42",Фастів,0
1447134323,6878924,BEKO,Посудомоечная машина BEKO DEN48520XAD,20999,2258401,Техника для кухни >> Крупная техника >> Посудомоечные машины >> Посудомоечные машины Beko,beko,Посудомийна машина окремостояча Beko DEN48520XAD,,21999,1,https://comfy.ua/posudomoechnaja-mashina-otdel-nostojaschaja-beko-den48520xad.html,22999,05.11.2025 17:46,,"вул. Соборна, 42",Фастів,0
1447137461,6839860,JIMMY,Пылесос JIMMY H10 PRO Hercules,11499,2260318,Техника для дома >> Мелкая техника >> Ручные пылесосы >> Ручные пылесосы JIMMY,jimmy,Пилосос ручний для дому JIMMY H10 PRO Hercules,,11499,1,https://comfy.ua/pylesos-ruchnoj-dlja-doma-jimmy-h10-pro-hercules.html,29999,05.11.2025 17:46,,"вул. Соборна, 42",Фастів,0
1447158266,,,,,.2254728,Игровые консоли и гейминг >> Комплектующие для игровых ПК,xilence,Процесорний кулер Xilence I350PWM (XC232),,479,1,https://comfy.ua/processornyj-kuler-xilence-i350pwm-xc232.html,,05.11.2025 19:06,,"вул. Соборна, 42",Фастів,0
1447158273,,,,,2259024,Игровые консоли и гейминг >> Комплектующие для игровых ПК,arctic,Корпусний вентилятор ARCTIC ACFAN00136A,,1209,1,https://comfy.ua/korpusnyj-ventiljator-arctic-acfan00136a.html,,05.11.2025 19:20,,"вул. Соборна, 42",Фастів,0
1447200543,6839825,JBL,Портативная акустика JBL PartyBox Encore Essential (JBLPBENCOREESSEP),12999,2261476,"Аудио, фото и видео >> Акустика >> Портативные колонки >> Портативные колонки JBL",jbl,Портативна акустика JBL Partybox Encore Essential(JBLPBENCOREESSEP),,13999,1,https://comfy.ua/portativnaja-akustika-jbl-partybox-encore-essential-jblpbencoreessep.html,,05.11.2025 18:45,,"вул. Соборна, 42",Фастів,0
1447201290,6809996,JBL,Гарнитура JBL QUANTUM TWS Black (JBLQUANTUMTWSBLK),3999,2261362,"Аудио, фото и видео >> Наушники >> Наушники JBL",jbl,Навушники вкладиші бездротові TWS JBL Quantum Black (JBLQUANTUMTWSBLK),,3999,1,https://comfy.ua/naushniki-vkladyshi-besprovodnye-tws-jbl-quantum-black-jblquantumtwsblk.html,5999,05.11.2025 18:19,,"вул. Соборна, 42",Фастів,0
1447210811,6837146,SONY,Гарнитура SONY WI-C100 Black (WIC100B.CE7),1129,2262222,"Аудио, фото и видео >> Наушники >> Наушники Sony",sony,Навушники вкладиші бездротові Sony WI-C100 Black (WIC100B.CE7),,1129,1,https://comfy.ua/naushniki-vkladyshi-besprovodnye-sony-wi-c100-black-wic100b-ce7.html,,05.11.2025 18:18,,"вул. Соборна, 42",Фастів,1
1447210813,6837148,SONY,Гарнитура SONY WI-C100 Blue (WIC100L.CE7),1299,2262223,"Аудио, фото и видео >> Наушники >> Наушники Sony",sony,Навушники вкладиші бездротові Sony WI-C100 Blue (WIC100L.CE7),,1299,1,https://comfy.ua/naushniki-vkladyshi-besprovodnye-sony-wi-c100-blue-wic100l-ce7.html,,05.11.2025 18:29,,"вул. Соборна, 42",Фастів,0
