1643310460,column,column,column,column,2269772,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,__qbox_i20647,column,25220,1,httpscomfyuasistemnyjblokqboxi20647html,28989,05112025_1906,column,__42,Фастів,0
1643310459,,,,,.2269769,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I20644,,24855,1,https://comfy.ua/sistemnyj-blok-qbox-i20644.html,28569,05.11.2025 19:59,,"вул. Соборна, 42",Фастів,0
1643310460,,,,,.2269772,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qbox,Системний блок Qbox I20647,,25220,1,https://comfy.ua/sistemnyj-blok-qbox-i20647.html,28989,05.11.2025 19:06,,"вул. Соборна, 42",Фастів,0
1643310524,,,,,.2741550,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Infinix Note 12 Pro 4G (X676B) / Note 12 2023 (X676C) (ARM66788),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-infinix-note-12-pro-4g-x676b-note-12-2023-x676c-arm66788.html,,05.11.2025 19:43,,"вул. Соборна, 42",Фастів,0
1643310525,,,,,.2737863,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart Matte for Samsung Note 10 Plus (N975) (ARM69764),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-matte-for-samsung-note-10-plus-n975-arm69764.html,,05.11.2025 20:45,,"вул. Соборна, 42",Фастів,0
1643310526,,,,,.2736447,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Samsung M13 4G (M135) (ARM63207),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-samsung-m13-4g-m135-arm63207.html,,05.11.2025 20:46,,"вул. Соборна, 42",Фастів,0
1643310527,,,,,.2741540,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Infinix Note 11 X663B (ARM61775),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-infinix-note-11-x663b-arm61775.html,,05.11.2025 20:42,,"вул. Соборна, 42",Фастів,0
1643310528,,,,,.2737818,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Tecno Spark 9T (KH6) (ARM62165),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-tecno-spark-9t-kh6-arm62165.html,,05.11.2025 20:46,,"вул. Соборна, 42",Фастів,0
1643310530,,,,,.2736231,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for OPPO A96 (ARM62011),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-oppo-a96-arm62011.html,,05.11.2025 20:09,,"вул. Соборна, 42",Фастів,0
1643310531,,,,,.2741559,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Infinix Note 30 4G (X6833B) (ARM68983),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-infinix-note-30-4g-x6833b-arm68983.html,,05.11.2025 20:42,,"вул. Соборна, 42",Фастів,0
1643310532,,,,,.2736414,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,"""Захисна плівка для смартфону",,,,,,,,,,
"Armorstandart for Samsung Note 10 Lite (N770) (ARM57730)""",,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-samsung-note-10-lite-n770-arm57730.html,,05.11.2025 20:46,,"вул. Соборна, 42",Фастів,0,,,,,,,,
1643310533,,,,,.2728273,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,Захисна плівка для смартфону Armorstandart for Realme C21Y (ARM60114),,209,1,https://comfy.ua/zaschitnaja-plenka-dlja-smartfona-armorstandart-for-realme-c21y-arm60114.html,,05.11.2025 19:54,,"вул. Соборна, 42",Фастів,0
